"A swimming bird with orange eyes and a white and grey body, the top of the body is black", "White. Grey. A swimming bird with a body the top of the body is black. A swimming bird with orange eyes the top of the body is black."
"The small bird is grey with a white belly and a black eyebrow.", "The small bird is grey with a white belly. The small bird is grey with a black eyebrow."
"This is a small, fat bird with a yellow head, white belly, and black/white wings.", "This is a small fat bird with a yellow head white belly. This is a small fat bird with a yellow head black white wings."
"The bird has a white and yellow belly and a flat, pointed beak.", "The bird has white belly. This bird has yellow belly. The bird has a flat pointed beak."
"Stout bird with a white bill, gray crown and neck, white breast and cream colored rectrices.", "Stout bird with cream colored rectrices. Stout bird with a white bill. Stout bird with gray crown. Stout bird with gray neck. Stout bird with white breast."
"A primarily white bird with black strips on its tail, orange and black beak and light grey feet.", "A primarily white bird with black strips on its tail. A primarily white bird with orange beak. A primarily white bird with black beak. A primarily white bird with light grey feet."
"A bird with a long, pointed beak, small eyes and a long body, with a brown back and white accents.", "A bird with a long body. A bird with small eyes. A bird with a brown back. A bird with brown white accents. A bird with a long pointed beak."
"An iridescent black winged bird with a white throat and white breast.", "An iridescent black winged bird with a white throat. An iridescent black winged bird with white breast."
"This bird has black and metallic blue feathers and a long beak.", "This bird has black feathers. This bird has metallic blue feathers. This bird has a long beak."
"A white breasted bird with grey wings, and a long, sharp black bill.", "A white breasted bird with grey wings. A white breated bird with a long sharp black bill."
"The bird has red and brown feathers and flat beak", "The bird has red feathers. The bird has brown feathers. The bird has flat beak."
"This bird has a white belly with brown spots and small beak.", "This bird has a white belly with brown spots. This bird has a white belly with small beak."
"A large bird that enjoys water,has a short bill with a black line on it.", "A large bird that enjoys water. A large bird has a short bill with a black line on it."
"The bird has head and beak proportional to its body, it has its whole body covered in white except for tarsus and feet.", "This bird has head proportional to its body. This bird has beak proportional to its body. It has its whole body covered in white except for tarsus and feet."
"The bird has a long white throat as well as a black eyering", "The bird has a long white throat as well as a black eyering."
"A dull small brown bird with a dark cheek patch.", "A dull small brown bird with a dark cheek patch."
"A small bird with a small beak, and dull colored feathers.", "A small bird with a small beak. A small bird with dull colored feathers."
"A black and white bird with a white belly, white on the sides of its head, orange feet, orange eyes, and a white beak with an orange tip.", "A black bird with a white belly. A white bird with a white belly. White on the sides of its head. Orange feet. Orange eyes. A white beak with an orange tip."
"The feathers of this bird are ruffled and light green, contoured by deep brown wings.", "The feathers of this bird are ruffled. The feathers of this bird are light green. The feathers of this bird are contoured by deep brown wings."
"This brown slim bird has a long tail and long beak with high nape.", "This brown slim bird has a long tail with high nape. This brown slim bird has long beak."
"This pretty bird is round and fat with a white belly, red throat, black head, and black wings with random white spots.", "This pretty bird is round. This pretty bird is fat. This pretty bird with a white belly. This pretty bird with a red throat. This pretty bird with a black head. This pretty bird with black wings with random white spots."
"This camouflaged bird is brown and white flecked with a black eye.", "This camouflaged bird is brown flecked with a black eye. This camouflaged bird is white flecked with a black eye."
"This small grey bird has a vivid black lining its neck.", "This small grey bird has a vivid black lining its neck."
"The bird has a long bill that is black and a curved throat.", "The bird has a long bill that is black. The bird has a curved throat."
"This is a metallic black bird with a black crest on its head and an orange patche around its eyes.", "This is an orange patche around its eyes. This is a metallic black bird with a black crest on its head."
"A small bird with a fringed crown, white wingbars and a small, brown bill", "A small bird with white wingbars. A small bird with a fringed crown. A small bird with a small brown bill."
"Small red bird with black feathers to its tail and a black beak.", "Small red bird with black feathers to its tail. Small red bird with a black beak."
"A small puffy bird with a white belly and black throat, head, and wings.", "A small puffy bird with a white belly. A small puffy bird with black wings. A small puffy bird with black head. A small puffy bird with black throat."
"The bird has bright yellow feathers and a blue/white tail and also has black markings around its eye.", "The bird has bright yellow feathers. The bird has blue white tail. The bird has black markings around its eye."
"A small bird with a round body and brown feathers, the beak is small and straight", "A small bird with round body. A small bird with brown feathers. The beak is small. The beak is straight."
"A small bird with a green belly and grey feathers.", "A small bird with a green belly. A small bird with grey feathers."
"The bird has two large wingbars that are black and a long throat.", "A long throat. Black. The bird has two large wingbars. That are."
"This is a yellow bird with a black throat and a black beak.", "This is a yellow bird with a black throat. This is a yellow bird with a black beak."
"This magnificent bird has a white belly, throat, and crown with a black superciliary, yellow torso, and dark wings with light secondaries.", "With yellow torso. This magnificent bird has a white belly. This magnificent bird has throat. With a black superciliary. With dark wings with light secondaries. This magnificent bird has crown with."
"This is a bright yellow bird with grayish wings and tail and black specks on its torso.", "Black. Tail. This is a bright yellow bird with grayish wings on its torso. This is a bright yellow bird with specks on its torso."
"The small colorful bird has a long black bill and eyering.", "The small colorful bird has eyering. The small colorful bird has a long black bill."
"The bird is brown with specks of black and has a thick brown beak.", "The bird has a thick brown beak. The bird is brown with specks of black."
"Small bird with brown feathers, black wings, and long thin beak.", "Black wings. Small bird with brown feathers. Long thin beak."
"This bird is almost entirely light gray, with darker primaries and secondaries.", "This bird is light gray with secondaries. This bird is light gray with darker primaries."
"This bird has a white breast and belly, with gray tips on its primaries and secondaries.", "This bird has with gray tips on secondaries. This bird has belly with gray tips on. This bird has a white breast with gray tips on. This bird has with gray tips on its primaries."
"The yellow bird has a narrow beak and brown wings trimmed in white.", "The yellow bird has a narrow beak trimmed in white. The yellow bird has brown wings."
"This bird is yellow with a short, pointy beak and light brown wings.", "This bird is yellow with a short pointy beak. This bird is yellow with light brown wings."
"This bird is black over all, with a heavy black beak, and long dark colored tarsus and feet.", "This bird is black with a heavy black beak. This bird is black with feet. This bird is black with long colored tarsus."
"This is a small red bird with a grey beak and grey wings.", "This is a small red bird with a grey beak. This is a small red bird with grey wings."
"There is an all black bird with dark brown eyes.", "There is an all black bird with dark brown eyes."
"The bird is yellow with a tan belly and small black beak.", "The bird is yellow with a tan belly. The bird is yellow with small black beak."
"The bird has black crown and throat, and white belly and abdomen, and bas red beak, tarsus and feet.", "White belly. Tarsus. Throat. Abdomen. Feet. Black crown. The bird has. The bird Bas Red Beak."
"A medium bird with grey wings and a white belly.", "A medium bird with grey wings. A medium bird with a white belly."
"A bird with white spots on a dark wing and a white belly and head with dark malar stripe.", "A bird with white spots on a white belly. A bird with white spots on a dark wing. A bird with white spots on head with dark malar stripe."
"The bird has a small black bill as well as skinny thighs.", "The bird has a small black bill. The bird has skinny thighs."
"This bird has black and brown feathers, light brown legs, medium sized tail feathers.", "Brown. Black. This bird has feathers. This bird has light brown legs. This bird has medium sized tail feathers."
"This is a grey bird with a brown belly and a long pointy beak.", "This is a grey bird with a brown belly. This is a grey bird with a long pointy beak."
"The bird has a brown head and a white body with a long grey tail.", "The bird has a brown head. The bird has a white body with a long grey tail."
"The bird has a small eyering that is orange as well as a green belly.", "That is orange. The bird has a small eyering. The bird has a green belly."
"This bird has a white belly with brown wings and a green stripe on its back.", "This bird has a white belly with brown wings. This bird has a white belly with a green stripe on its back."
"This is a grey bird with a white breast and a pointy black beak.", "This is a grey bird with a white breast. This is a grey bird with a pointy black beak."
