final_id,group_id,start_id,freq,text
-1,1077,55,1, a small bird with a round body and brown feathers the beak is small and straight
30,60,56,2, that are black
1,1,57,1, this is a yellow bird with a black throat and a black beak
1,1,58,1, this magnificent bird has a white belly throat and crown with a black superciliary yellow torso and dark wings with light secondaries
-1,1067,59,1, this is a bright yellow bird with grayish wings and tail and black specks on its torso
18,51,60,1, the small colorful bird has a long black bill and eyering
-1,20,61,1, the bird is brown with specks of black and has a thick brown beak
-1,993,62,1, this bird is almost entirely light gray with darker primaries and secondaries
-1,1010,63,1, this bird has a white breast and belly with gray tips on its primaries and secondaries
-1,617,64,1, a narrow beak and brown wings trimmed in white
-1,5,65,1, this bird is yellow with a short pointy beak and light brown wings
-1,1047,66,1, this bird is black over all with a heavy black beak and long dark colored tarsus and feet
-1,103,67,1, this is a small red bird with a grey beak and grey wings
-1,658,68,1, there is an all black bird with dark brown eyes
1,1,69,1, the bird is yellow with a tan belly and small black beak
8,3,70,1, the bird has black crown and throat and white belly and abdomen and bas red beak tarsus and feet
-1,907,71,1, the bird has a small black bill as well as skinny thighs
-1,947,72,1, this bird has black and brown feathers light brown legs medium sized tail feathers
-1,911,73,1, this is a grey bird with a brown belly and a long pointy beak
-1,1059,74,1, the bird has a brown head and a white body with a long grey tail
-1,237,75,1, that is orange
-1,937,76,1, this bird has a white belly with brown wings and a green stripe on its back
-1,208,77,1, this is a grey bird with a white breast and a pointy black beak
-1,1058,78,1, this bird has white belly and breast black back eyebrowthroat bill and black feet
-1,624,79,1, the bird has a grey head and yellow body with black feet
77,10,80,1, the bird has a small bill as well as a black breast and belly
-1,995,81,1, a blue bird with a white belly and brown feet he has a black eyering
-1,287,82,1, a black bill and a yellow colored chest and body mixed with brown
-1,845,83,1, this bird has a unique blue streak under the eye across the curved beak
-1,879,84,1, the shiny black bird has a turned down pointed medium sized beak with a broad tail
-1,699,85,2, it's wings
-1,681,86,1, this bird has grey belly with brown wings and orange feet
18,51,87,1, the bird has a black crown and black eyering as well as a black bill
-1,673,88,1, this is a white bird with dark gray wings and a sturdy hooked orange bill
-1,593,89,1, the small bird has a long thin pointed beak green feathers on its back light grey belly and dark brown wings
-1,1079,90,1, this is a shiny black bird
-1,639,91,1, its bill is brownish gray
1,1,92,1, this small bird has a small orange beak a black crown and a yellow chest and belly
-1,965,93,1, a bird with orange eyes and a white nape wades in the water
-1,1054,94,1, this gray bird has a white belly and flanks a short hooked beak and gray and white primary wing feathers
-1,449,95,1, this bird has a grey belly with blue wings and a blue crown
-1,823,96,1, this tiny bird has long legs for its body and a tan color on the top of its body along with a grey bill
77,10,97,1, the bird has a yellow breast and belly as well as small bill
-1,545,98,1, this colorful bird has a green head and a white ringed neck
-1,1031,99,1, a gull with rich brown feathers flies over the sea
-1,743,100,1, this water foul is all black with a thin neck and straight beak
-1,50,101,1, this is a bird with a white breast grey wings a black crown and an orange beak
-1,863,102,1, this smaller bird has a white belly and breast with a dark gray crown and speckled wing
-1,858,103,1, the bird has a blue breast large wingbar and blue bill
1,1,104,1, this bird has a white breast and belly with a long and pointy beak
28,12,105,1, this is a colorful bird with a white breast and a blue wing
-1,963,106,1, a tiny beak to match its body size
-1,1081,107,1, this is a brown bird with a gray cheek patch and a gray bill
-1,727,108,1, the eye is a bright yellow in contrast to the jet black head and blunted long black bill
-1,643,109,1, there is a white patch on the superciliary
-1,959,110,1, the wings are black and white
-1,871,111,1, the throat is white
-1,721,112,1, the belly and sides are light brown
42,29,113,1, this bird has a brown body and grey wings with a black head
-1,577,114,1, that's slightly fringed
-1,1024,115,1, a medium length pointed bill
8,3,116,1, the bird has sharp and pointed beak with yellow throat crown and nape and black beak tarsus and feet
-1,1078,117,1, this bird has a white belly and neck with a dark brown crown and back and bright orange eyes
-1,54,118,1, this is a grey bird with black wings and a long black beak
1,1,119,1, this bird has brown primaries a thin beak and white breast and sides
76,40,120,1, the beak is sharp and pointed
-1,21,121,1, it has red breast and belly
-1,657,122,1, small talons a stout beak and lightbrown feathers beaming down its back
-1,796,123,1, the bill is very long orange and flat
-1,956,124,1, the eye is orange
-1,616,125,1, the foot is orange
-1,843,126,1, the body is tan and brown
-1,924,127,1, the bird has a small black bill and grey breast
-1,1029,128,1, this black and white bird has a triangular beak and a red throat
-1,769,129,1, that is gray gray secondaries and gray outer retrices
29,30,130,1, this is a white and black bird with a black crown and a long black beak
-1,680,131,1, the bird has a fluffy red crown and a muted orange beak
-1,651,132,1, this bird has a very large head and very stark coloring solid black with yellow eyes a large white spot on its head white stripes on its back and a brown breast
-1,733,133,1, this bird has a long red bill with a brown body a spot of white on the under belly and blue in the wings
-1,719,134,1, which gradient into darker browns and blacks on its wings and a tan breast
-1,821,135,1, this large bird has a white belly and breast with a large bill for catching fish
28,12,136,1, this bird has a light blue belly and chest with a dark blue face and a white beak
-1,927,137,1, charcoal colored
1,1,138,1, this bird has a white breast white and brown head and wings and a short pointy beak
-1,822,139,1, a bird covered in a rich brown with a small bill white superciliary and red undertail coverts
-1,1056,140,1, the bird has a dark gray eye patch with a white breast
-1,717,141,1, this small bird has a long straight black bill with a white body a black throat and colorful blue green primaries
1,1,142,1, this is a brown bird with a white belly and a small beak
-1,855,143,1, the bird's cheek patch
-1,258,144,1, the bird's body
-1,580,145,1, a yellow chest speckled with brown
-1,825,146,1, this long beaked bird has very fast wings and a green head
-1,615,147,1, this short beaked bird is very colorful with a mix of orange green yellow blue and black feathers
-1,49,148,1, this smaller bird has a white belly yellow neck and crest white wingbars and gray primaries and secondaries
-1,1039,149,1, that are black and white spotted
4,6,150,1, that features a pale yellow and bright orange
-1,595,151,1, this bird has black primaries a yelloworange breast and black feet
1,1,152,1, this is a black and white bird with a white belly and a red patch on the crown of its head
1,1,153,1, this little bird has a white belly and breast with brown sides and a black crown
-1,1076,154,1, this brown bird has a short tan beak with yellow supercillaries and a white belly and a dark spot on its breast
1,1,155,1, this is a bird with a white belly and a dark brown wing
-1,258,156,1, this bird's body
-1,1057,157,1, this bird has a slightly gulllike appearance in flight with a slate gray body and head
-1,807,158,1, it's brown breast
-1,856,159,1, this bird has a light brown head with 2 black stripes on the crown
-1,786,160,1, the crown of the bird is fluffed and is a bright orange color
1,1,161,1, this tiny bird is brown all over its head back and tail with a white belly
-1,307,162,1, it's neck and bill
-1,759,163,1, it's eye and belly
-1,1014,164,1, this light colored bird has a brown feather with dark brown speckles
1,1,165,1, the bird is yellow with black wings and had a black beak
-1,889,166,1, it's small head
1,1,167,1, the bird has a yellow breast brown bill and black eyering
1,1,168,1, this small bird has a white belly and breast with a black neck crown and nape
-1,914,169,1, there is a white bird with a yellow tipped tail and a sharp black beak
8,3,170,1, the bird has sharp pointed beak white throat breast and belly and brown tarsus and feet
1,1,171,1, this is a yellow bird with a black throat and a white beak
-1,882,172,1, a small bird is with fluffy yellow belly and white sharp bills
-1,297,173,1, the small bird has a needle like beak and a red colored throat with a white belly
-1,1030,174,1, this bird has a grey breast and face with a small orange beak
-1,808,175,1, this little bird has a small straight beak white breast with brown flecks on sides darker brown wings with two white wing bars and white eyering
1,1,176,1, this small bird has a black head and wings a white breast and a yellowish grey belly
-1,842,177,1, the bird has a yellow eyering as well as a long black bill
77,10,178,1, the bird has a small bill and a yellow breast
-1,791,179,1, this short bird has white feathers with yellow patches on the wings and black stripes and spots on the body
-1,647,180,1, a yellow breast streaked with black
-1,712,181,1, this bird has a large head with a long downward curving beak and has brown mottled feathers on its head back and wings
-1,645,182,1, this is a diving bird with dark plumage thigh and tarsus
-1,734,183,1, a long neck beak and tail feathers are also featured
-1,28,184,1, the head of the bird is red with a white body and a black wings
-1,874,185,1, this is a brown bird with a speckled creamcolored belly and a short sharp bill
-1,839,186,1, this bird has a white back with grey wings and a grey head
-1,1063,187,1, that are chestnut brown and white
-1,983,188,1, the tan white and black bird is perched on a twig
42,29,189,1, this is a bird with a brown and grey body and a blue wing
1,1,190,1, this bird has a yellow belly black feathers white crown and a small black beak
18,51,191,1, the bird has a black crown and a small black bill
28,12,192,1, this bird has blue feathers on its back and a white belly
18,51,193,1, the bird has a small black bill and a black eyering
1,1,194,1, this is a yellow bird with a grey head and grey wings
1,1,195,1, the bird has a black eyering and a yellow belly and breast
-1,1034,196,1, the bird has black and brown crown gray
76,40,197,1, and it has sharp and pointed beak
-1,722,198,1, this small bird has a yellow rump and abdomen and a brown back
1,1,199,1, this bird has black wings with yellow wingbars black eyes red eyebrows ad a cream and brown color belly
-1,909,200,1, that are orange as well as curved feet
8,3,201,1, this colorful bird has a white belly and breast black wings with white wing bars and black tarsus and feet
-1,748,202,1, it's head
-1,655,203,1, this is a black bird with a large downward pointing black beak
-1,961,204,1, white spotted covets
1,1,205,1, this bird has a white and black speckled breast and belly wit a yellow crown and white and black nape
-1,7,206,1, the small bird has a white chest light brown beak and light brown stripes on its wings
-1,998,207,1, the bird has white throat and belly blue crown and nape black feet
-1,897,208,1, the small bird is blue with black feet and a small bill
-1,607,209,1, it comes to its wings and its feet
-1,737,210,1, its beak is elongated stemming from a spotted black and white plumage from its throat
1,1,211,1, that has a grey belly and yellow tipped head and wings
-1,939,212,1, it's head wings and tail
-1,783,213,1, this little yellow guy has white wingbars and a gray crest
-1,930,214,1, this larger bird has a black body a white head with black lines and a red crown
-1,17,215,1, which is white
-1,954,216,1, this bird is brown with white speckled breast
-1,1049,217,1, the retrices are also speckled
-1,625,218,1, the bill has a yellow underside
-1,803,219,1, that are white and brown on the throat head and breast  as well as the rest of the body
1,1,220,1, this bird is predominately grey with a bright yellow breast
18,51,221,1, the bird has a black eyering and a long skinny bill
-1,735,222,1, this is a black bird with a white nape and black feet
1,1,223,1, this bird is all black with a white belly and a small beak
-1,941,224,1, the colorful bird has a blue throat a tan breast and an offwhite belly
-1,696,225,1, that is black with a white head and a long beak
-1,707,226,1, this bird has a black body with black eyebrows a red crown and white malar stripe
-1,979,227,1, the white bird has soft grey wings and a long orange beak
18,51,228,1, the bird has a tiny bill as well as a black eyering
-1,679,229,1, black superciliaries leading into its cheek patches
-1,591,230,1, that features small yellow accents on the crown coverts and rump
-1,663,231,1, brown body including its beak tarsus and feet
-1,698,232,1, this magnificent specimen has a light colored torso and belly with a black neck black superciliary and black and white striped secondaries
-1,951,233,1, this bird has black outer retices and white inner retires and an orange beak
1,1,234,1, a bird has a yellow pointy bill white wingbars and a dark brown belly
-1,800,235,1, what is this tiny bird with his brown and gray body and stunning yellow belly
-1,789,236,1, this inquisitive looking bird has a yellow breast with black spots and a dark brown back
-1,563,237,1, its tail is dark brown with a stripe of white along its length
-1,106,238,1, this bird has a very thin long flat beak and yellow feathers
-1,725,239,1, this little bird has an interesting shade of pink on its underside with a ling tail and short bill
-1,781,240,1, this is an all black bird with black feet and a large black beak
1,1,241,1, this small round bird has a white belly with a brown head and back
-1,578,242,1, the wings are brown
-1,599,243,1, the beak is flat and short
-1,557,244,1, the small bird's nape
-1,703,245,1, the rest of its body is black
-1,833,246,1, this brown and golden bird has a cool flat top 'do
-1,866,247,1, small bird with a white and black striped head has a gray breast and variegated brown wings
1,1,248,1, this bird has a white chest and belly with black feathers
-1,1005,249,1, a thin medium length pointed bill
1,1,250,1, a deep yellow crown and breast grey back and wings accented with yellow black bill and feet white cheek patches and neck and white flank and belly
1,1,251,1, this bird has a white breast and belly with a black crown and nape
-1,841,252,1, this is a white bird with black wings and a small beak
8,3,253,1, this colorful bird has a yellow and black belly and breast and grey tarsus and feet
-1,875,254,2, the bill is short and pointed
-1,653,255,1, the black bird has a long neck and long bill with orange cheek patches
-1,1007,256,1, this little bird reminds me of a squirrel with its hazel and multibrown patterned body short beak and beady eyes
1,1,257,1, this little bird has a yellow belly and breast with black superciliary and white eyering
-1,1044,258,1, this smaller bird has a yellow belly and breast with a gray crown and nape
1,1,259,1, the bird has a black eyering skinny bill and yellow breast
-1,328,260,1, a black bill and head golden reddish brown body wings are mainly black with spots of golden reddish brown on the wings back and a black long tail feathers
-1,877,261,1, a long sharp bill and red cheek patch speckled with black circles on its wing belly chest and tail
-1,666,262,1, the small bird is light brown and had a sharp pointed bill and small black eyes
-1,752,263,1, this bird has a mistly brown body with some black wing and tail feathers and a small black bill
-1,812,264,1, that has yellow and brown feathers
1,1,265,1, this bird has a white breast yellow belly and black feathers
-1,27,266,1, the bird has a brown body with a light brown breast feathers and has tall tarsals
-1,633,267,1, this is a pure white bird with black feet and legs and a grayish bill
-1,592,268,1, is a this is a grayish white bird with a small sharp black beak
-1,560,269,1, that hooks downward
-1,528,270,1, this white bird has a long yellow bill bright yellow feet a black crown and grey wings
-1,1041,271,1, the colorful bird has a red crown and large bill
-1,708,272,1, this is a brightly colored scarlet bird with a small round head and a short pointed beak
-1,589,273,1, the bill is pale pink and pointed
-1,618,274,1, there is a pale tan color on its sides
-1,631,275,1, it has a brown back and wings
28,12,276,1, the bird has white throat gray breast and white belly and abdomen
76,40,277,1, it has sharp and pointed beak
-1,792,278,1, this bird has a very long beak in contrast to its body
-1,1043,279,1, the bird is brown and white specked with a black hooked bill
-1,1021,280,1, the bird has a circular head and circular body
-1,960,281,1, there is also a brown patch near its' eyes
28,12,282,1, this is a bird with a white belly and breast and grey wings and head
-1,942,283,1, that has a red and orange belly and a black head
-1,973,284,1, the bird has a long black throat and an orange eyering
-1,878,285,1, this bird is mostly white with black primaries and black bill
-1,953,286,1, that has a black point
-1,1038,287,1, bird has red breast black body black abdomen and black head grey bill too
-1,971,288,1, brown speckles covering the rest of its body
-1,935,289,1, that extends from its head
-1,985,290,1, the bird has curved orange feet as well as a black eyering
1,1,291,1, this bird has a mostly white body with gray wings and yellow hooked bill
-1,908,292,1, the bird has a red breast and belly as well as a blue crown
-1,834,293,1, this gray bird has a white circle around its eyes
-1,929,294,1, the bill is black and large with an unusual shape
-1,208,295,1, this bird has a white breast and gray sides
-1,638,296,1, their beak is small and curved
-1,661,297,1, this is a green bird with a blue face and a black beak
1,1,298,1, the bird has a black eyering and a white belly as well as breast
1,1,299,1, the bird has a black eyering as well as a yellow throat breast and belly
-1,4,300,1, this light brown bird has a medium brown crest wings and tail
-1,656,301,1, this is a small bird with a white head and grey wings
-1,28,302,1, this bird has a red head and neck black and white wings a black tail and a white body
-1,955,303,1, these bird is orange and green with a tiny beak
-1,968,304,1, the orange feet are webbed
4,6,305,2, that is yellow
-1,14,306,1, the small bird has grey outer feathers with a white belly and black eyes
-1,1040,307,1, black spotted primaries
1,1,308,1, this bird is mostly yellow with a gray crown and white wingbars
-1,1042,309,1, this small yellow bird has short legs a tiny black beak and grey wings
-1,728,310,1, the bird is brown with orange tarsals and a black beak
-1,9,311,1, this bird has a large puffed up red belly with black wings and a curved beak
-1,4,312,1, this bird has light brown wings and a dark brown head
-1,1037,313,1, this is a small grey and white birth with yellow on its side just under the wing has a small black bill with grey cheek patches
8,3,314,1, the bird has white crown nape breast throat and belly brown tarsus
29,30,315,1, the bird has long beak and white throat with gray white and black wings
-1,906,316,1, the bird has a mediumsized bill a brown nape and crown and all black feathers on the rest of its body
-1,594,317,1, the bird has a small red eyering and a small bill
-1,864,318,1, sides have striping
-1,16,319,3, the belly is white
-1,793,320,1, that is colored red with a long straight bill
-1,23,321,1, this is a bird with a black body white wings and an orange beak
-1,42,322,1, the bird has a black eyering as well as skinny tarsus
-1,756,323,1, it has a grey head breast and belly
-1,9,324,1, the bird is black with a thick belly
-1,919,325,1, the eye is red
-1,948,326,1, this bird is squat and round mostly gray in body coloration but with a zebrapatterned black and white striped head and orange beak
-1,511,327,1, this is a large black bird with a strong sharp bill
-1,32,328,1, this bird has a light brown chest and belly with a black band on its throat and a short pointed bill
-1,949,329,1, the bird has a black tarsus and black bill
-1,394,330,1, black wings tail and a black mask going around its eyes
-1,1050,331,1, the bird has a fairly long wingspan a white belly and breast and a black crown
-1,851,332,1, this bird is mostly brown with a dark superciliary and a sharp bill
43,883,333,5, rust colored
1,1,334,1, this bird has a yellow breast grey belly and a small black beak
-1,891,335,1, that has white flecks on the bottom of its wings
-1,5,336,1, this is a mostly brown colored bird with a short yellow bill gray crown and has light pink coverts
-1,1011,337,1, this small bird is colored different shades of brown over its entire body
-1,539,338,1, this bird has grey feathers and a small pointy beak
-1,777,339,1, this bird has mostly black feathers with lighter coloured secondaries and a longer extended bill
-1,64,340,1, the bird has a yellow body and white had with black bill
-1,847,341,1, the bird has yellow throat crown nape and abdomen
-1,21,342,1, it has yellow breast and belly with red patches in it
-1,54,343,1, this is a grey bird with a black beak and a black crown
-1,718,344,1, this is an all black bird with wide retrices and a tall sharp bill
-1,1064,345,1, this is a white and black bird with red eyes and a long beak
-1,128,346,1, the small bird has a straight beak a white underbelly and brown patterned wings and back
28,12,347,1, the bird has a white eyering and a white breast and belly
-1,438,348,1, this bird has grey secondaries and primaries yellow wingbars white belly and grey tarsus
1,1,349,1, this bird has a yellow breast belly and head with black feathers
-1,975,350,1, a white belly and brown wings and tail feeding its young
-1,932,351,1, this bird has a yellow beak and red head
-1,654,352,1, it has a dark brown breast a white belly and black rump
-1,571,353,1, white strips running down the wings
-1,619,354,1, the head is a goldenbrown color with a blackblue bill and a tall lean body
-1,1048,355,1, this bird has a very long beak and very long tail feathers
-1,811,356,1, the bird is a smaller type with green wings and a grey underbelly
-1,1022,357,1, this bird has a long wingspan long inner and outer rectrices white breast and nape a long beak
29,30,358,1, this is a black and white bird with a long pointy black beak
-1,753,359,1, a white belly streaked with brown
-1,672,360,1, a brown bird has gray spots all over has white throat and belly a small beak and a black eye
-1,710,361,1, sporting a long orange beak this bird has a beautiful white breast and gorgeous blue back
-1,574,362,1, this bird has a yellow green and green color
-1,761,363,1, the wings are a darker olive green
-1,913,364,1, the breast and sides are yellow green
-1,766,365,1, the crown is a dark grey
-1,15,366,1, the belly is dark grey
-1,809,367,1, the long wings are a lighter grey color
-1,24,368,1, the bill is long sharp and black
-1,885,369,1, graywhite secondary feather he has a long yellow hooked beak
-1,923,370,1, this mottled brown bird has a wide flat beak and orange webbed feet
-1,1083,371,1, it's eyes
-1,558,372,1, this bird has a brown crest dark gray nape and back witha pink beak
-1,1006,373,1, this bird is brown with a white eyebrow and a small black beak
-1,795,374,1, this bird is most noted for its spikey crown
-1,767,375,1, the body is gray
-1,852,376,1, the breast is light gray
-1,16,377,1, belly is white
-1,1051,378,1, the wings are mostly black with some orange highlights
-1,1062,379,1, the bird has a yellow breast as well as a yellow belly
-1,7,380,1, this is a small red bird with brown wings and a small brown beak
-1,957,381,1, the belly and breast are white
-1,736,382,1, the secondaries and upper tail coverts are grey
-1,123,383,1, the head is small compared to the body
-1,1055,384,1, it's side
-1,895,385,1, it holds closely to itself
-1,58,386,1, the bird has a black body and white chest with yellow webbed feet
-1,431,387,1, this whitebodied bird has wide bladelike wings and a black head
-1,667,388,1, the bird is short and round with a white belly and a orange face with short bill
-1,797,389,1, this smaller sized bird has a variation of browns within its feather followed by a small beak and small choppy feathers atop its head
1,1,390,1, this bird has a white belly and white and black spotted wings
-1,675,391,1, a small white head compared to its' body
-1,972,392,1, this bird is mostly white with gray wings
-1,470,393,1, this bird is white with gray wings and black tail feathers
-1,278,394,1, it has a short yellow beak
-1,520,395,1, the small bird is yellow with a brown colored wing
-1,799,396,1, that blends
-1,816,397,1, the bird has a grey belly and chest and a brown crown with a short pointed orange bill
-1,716,398,1, the small bird is brown with long orange tarsals and a sharp bill
-1,1070,399,1, this medium size bird has black wings and tail and a white head with black eyes
-1,611,400,1, that is long and sharp
1,1,401,1, this smaller bird has a light brown belly and breast with black superciliary and crown
-1,827,402,1, this bird has a black swatch over the eye and a black flat beak
-1,905,403,1, this bird has a black head with brown spot around its eyes a brown body and white under belly
-1,933,404,1, this small bird has iridescent coloring on its back a white breast and a long pointed bill
-1,561,405,1, the crown is black
-1,327,406,1, the cheekpatch is dark brown
-1,773,407,1, the belly and breast is grey
-1,668,408,1, that leads into a brown and white back and an orange spot on its eyering
-1,20,409,1, the bird is brown with a crooked black beak and a large wingspan
-1,810,410,1, the bird had a long tail feather and speckled body
-1,925,411,1, this bird has a black head and wintgs with white wingbars
-1,829,412,1, the belly and breast are orange
-1,531,413,1, this small bird has a bright yellow body a black head and wings and a long slightly curved beak
-1,912,414,1, a medium sized bird sitting on a fence post
-1,819,415,1, who is completely black in color
-1,749,416,1, his tarsus are grayblack however
-1,824,417,1, his plumage is looking ruffled
1,1,418,1, this little bird has a brown belly and breast with a black and gray crown
-1,21,419,1, a brown and white spotted breast and belly
-1,119,420,1, the body of the bird is bright yellow
-1,782,421,1, the bill is orange
-1,729,422,1, this small fluffy bird is all black and has shockingly white eyes
-1,1009,423,1, that are large
-1,828,424,1, this bird has a light brown back gray head with a black crown dark brown wings and a rose colored flank
-1,636,425,1, a small bird has a grey crown a white breast and black eyes with a black eyering
-1,896,426,1, this is a black bird with white spots on its feathers
-1,676,427,1, this is a medium sized white bird with a black bill with a red tip
8,3,428,1, this white bird has a yellow beak tarsus and feet along with black tipped wings
-1,744,429,1, this bird has a long and pointy beak with a red nape
-1,915,430,1, its fully body covered in gray with white dots all over it
-1,373,431,1, that is light brown
-1,482,432,1, the bird is small and yelloworange with yellow wing bars and an all brown head
-1,771,433,1, a midlength pointed bill
-1,579,434,1, this bird has a golden belly white eyerings grey spotted secondaries and a slightly curved beak
-1,477,435,1, a wide black eyestripe extending down the nape of its neck
-1,784,436,1, the feet are long
-1,461,437,1, that is black as well as skinny tarsus
-1,755,438,1, this little brown bird has a fluffy little mohawk
-1,731,439,1, that is black on its dorsal side and white on ventral side
-1,646,440,1, the head of the bird is brown
-1,641,441,1, the eyes are black with an ivory cheek
-1,994,442,1, the bird has a large wingspan and is made of brown and tan speckled feathers
-1,962,443,1, this large headed white bird had a yellow beak and orange feet
18,51,444,1, the bird has a long curved black bill and a black eyering
-1,702,445,1, the small round bird is brown with speckles and has long brown tarsals
-1,573,446,1, the bird has a narrow medium sized bill with a white eyebrow and a speckled black and white breast
-1,876,447,2, it's crown
-1,566,448,1, this bird has a green crown and back with yellow sides and eye rings
-1,1046,449,1, this little bird is nearly all black with orange wingbars and outer retrices
-1,609,450,1, this bird is mostly black shows significant head a short pointy black bill and red coverts with white tipping
-1,780,451,1, this is a brown and white bird with a yellow throat with a black cheek patch
-1,974,452,1, this bird has a grey belly with a red face and white beak
1,1,453,1, the bird has a white breast and belly black bill black eyering
-1,622,454,1, this bird has a white and black breast and black and grey wingbars
-1,982,455,1, the bird has a long plumed tail and a black crested chest with a light grey body
-1,550,456,1, the bird has a small bill two thighs and a black eyering
-1,103,457,1, this small bird has a red breast and a grey bill
-1,208,458,1, this bird has a white breast with grey wings and a pointed beak
1,1,459,1, this small bird is greyish in color with flecks of yellow on the back and breast and a bit of white on the belly
-1,931,460,1, this black and white patterned bird has a big black bill
-1,980,461,1, that has a cream belly and spotted chin
-1,999,462,1, this bird has wide eyes long legs and black and white feathers
-1,892,463,1, the bird has brown crown nape and wings
-1,366,464,1, it has white throat belly and abdomen
42,29,465,1, the body of the bird is round and grey and brown speckled
1,1,466,1, this brightly colored bird has a yellow breast and belly with black crown and nape with white wingbars
-1,662,467,1, this bird has a red crown and a small pointy black beak with brown feathers
-1,787,468,1, this small bird is a royal blue color with a short curved beak
-1,465,469,1, this white and grey bird has a yellow billblack outer rectrices and amazing colorful red feet
-1,934,470,1, this orange and black bird has a small beak and looks very serious
-1,910,471,1, this predominantly black bird has a uniquely tall crown with a large white patch behind the yellow eye and a brown belly
-1,894,472,1, the body of the bird is round and speckled
-1,788,473,1, it has a long brown tail feather
-1,671,474,1, the bird's bill
-1,416,475,1, its belly is yellow
-1,5,476,1, this small bird has a very small head for its body tipped with a short pointed bill and is primarily yellow in color
-1,785,477,1, this black and white speckled small bird has a white breast and belly gray feet and bill and black wings with a red crown
-1,750,478,1, the bird is brown with a thick bill and yellow tarsals and feet
-1,778,479,1, this bird is nearly all white with a black superciliary ring around its neck and long narrow orange beak
-1,726,480,1, this bird in flight has a somewhat long beak and looks to have shades of gray cream and black feathers all over
-1,49,481,1, this smaller bird is almost all yellow with light gray wingbars and gray primaries and secondaries
1,1,482,1, this bird has a yellow belly grey head and a yellow eyebrow
-1,996,483,1, this black bird has black belly breast neck head wings tail and feet
-1,521,484,1, the bill is long
-1,123,485,1, head is small compared to the body
-1,660,486,1, this small bird is mostly brown with white primaries and outer retrices
-1,642,487,1, this colorful specimen has a blue iridescent belly absomen neck and crown with iridescent purple cheek patches
-1,760,488,1, the small bird is brown with a yellow belly and skinny tarsals
-1,7,489,1, this is a red bird with brown wings and a small beak
1,1,490,1, the brown bird has a yellow belly and a black pointed beak
-1,987,491,1, this deep blue bird has a dark downwardpointed bill white eyerings a broad flattened crown and smooth wide retrices
-1,27,492,1, this bird has a light brown breast and belly black tarsus light colored eyes and a long thin bill
