final_id,group_id,start_id,freq,text
4,5,300,1, the batter made contact with the pitch and fouled it off
4,5,301,1, the batter made contact with the pitch hitting it into the air
4,5,302,1, a fielder caught the ball in the air
4,5,303,1, the batter made contact with the pitch and hit it into the air
-1,38,304,1, the fielder was unable to catch the ball in the air
-1,529,305,1, the outcome was a hit
4,5,306,1, the batter swung at the pitch and missed making contact
4,5,307,1, the batter made contact with the pitch and hit it in the air into foul territory
4,5,308,1, the batter made contact with the pitch and hit it into foul territory
-1,26,309,1, it missed going through the strike zone
-1,485,310,1, it went out of play into the stands
-1,783,311,1, he will get a strike as well
4,5,312,1, batter made contact on the ball
-1,551,313,1, the catcher didn't catch it
-1,815,314,1, he will remain 0
4,5,315,4, batter hit the ball
4,5,316,2, the center fielder caught it for an out
-1,487,317,1, it went over the home run fence
19,95,318,1, it's a home run
-1,631,319,1, it went off the outfield wall in play
-1,555,320,1, the second baseman couldn't catch the ball in the air
-1,194,321,1, the ball got there
4,5,322,13, the batter swung and missed the ball
-1,509,323,1, the batter had a 01 count
10,82,324,1, the ball dipped below the strike zone
2,22,325,2, it counts as a ball
4,5,326,1, the ball went behind home plate
0,4,327,3, that was out of the strike zone
-1,559,328,1, it approached the hitter
31,6,329,12, the hitter hit the ball
-1,584,330,1, it bounced on the ground inside the diamond
-1,848,331,1, the batter hit the ball into the side stands
8,106,332,1, the ball was hit and went outside of the baseline
-1,660,333,1, it reached the hitter
24,8,334,1, the pitcher threw a ball inside the strike zone
4,5,335,1, the batter failed to try to hit it
-1,518,336,1, that was hit inside the diamond
4,5,337,1, that landed on the ground in front of him
4,5,338,1, the batter hit the ball on the ground to the first baseman who then stepped on first base
0,4,339,3, the ball was outside of the strike zone
35,51,340,7, the umpire called the pitch a ball
4,5,341,1, the batter hit the ball to the left fielder
-1,721,342,1, which is still an out
-1,821,343,1, the hitter got a piece of the ball
-1,437,344,1, it went backwards
4,5,345,1, the batter hit the ball deep but to the center fielder
4,5,346,1, the center fielder caught the ball for an out
4,5,347,1, the batter got a piece of the ball
-1,739,348,1, the fielder misplayed the ball
4,5,349,2, the batter hit the ball on the ground to the shortstop
-1,748,350,1, the batter hit the ball deep and to the fence
4,5,351,1, the ball was hit to the third baseman on the ground
-1,664,352,1, the third baseman misplayed the ball
-1,71,353,1, the ball was inside
-1,495,354,1, it was too close to the batters body and outside the stroke zone
4,5,355,1, hit a ground ball to shortstop
-1,315,356,1, a double play occured
4,5,357,1, the hitter fouled it off
-1,471,358,1, it was 0 strikes in the count
41,59,359,1, that went out of bounds
4,5,360,2, the hitter swung and missed
4,5,361,2, the center fielder caught it
-1,621,362,1, the pitcher through the ball outside and high therefore it was a ball
24,8,363,1, the pitcher threw the ball a little low
4,5,364,1, the hitter hit the ball on the ground to the shortstop
-1,83,365,1, it was a ground ball hit
-1,309,366,1, the pitch was a foul tip
67,744,367,3, the catcher caught it
-1,491,368,1, therefore the batter is out
4,5,369,1, the ball was hit into play and landed on the ground
0,4,370,1, ball was thrown in the strike zone
8,106,371,1, ball was hit out of play
0,4,372,1, ball thrown ouside of strike zone
8,106,373,1, ball hit out of play
0,4,374,1, ball thrown out of the strike zone
-1,306,375,1, ball hit and fielded in play
8,106,376,1, ball hit outside of play
4,5,377,1, the batter hit the ball into the play of field
-1,496,378,3, no one caught it
4,5,379,1, the batter swung at the pitch but did not hit it
32,42,380,1, the ball was hit into the field of play and not caught in the air
28,11,381,3, the pitch was in the strike zone
4,5,382,1, the batter did not swing on it
4,5,383,1, the batter hit the out side the field of play
-1,845,384,1, it was with two strikes
4,5,385,1, the batter swung the bat at the pitch but missed
0,4,386,1, the ball was thrown outside of the strike zone
-1,539,387,1, which landed on the ground in the field of play
-1,790,388,1, who made it to first base but caused a focreout at second base
-1,541,389,1, that was just left of the foul pole in left field
-1,493,390,1, which resulted in ball 4 and a walk
4,5,391,1, then the batter swung hard missing the ball
16,212,392,2, which was caught
23,1,393,1, which was caught by the catcher
4,5,394,1, then the hitter swung hard missing the ball
4,5,395,1, the hitter hit the ball to right center field
4,5,396,1, then the hitter hit the ball foul
24,8,397,1, the pitcher threw his pitch
23,1,398,3, it was caught by the catcher
4,5,399,2, the batter's bat
-1,24,400,1, the ball flew in the air landing on the ground in the outfield
-1,734,401,1, the leftfielder fielded the ball
-1,646,402,1, the hitter ran to first base
24,8,403,28, the pitcher threw the ball
-1,763,404,1, it crossed the plate below the strike zone without the batter swinging at it
0,4,405,1, the ball crossed the plate outside of the strike zone
4,5,406,1, the batter swung at the ball and hit the ball
-1,794,407,1, the ball bounced a couple of times and was fielded by the second baseman
-1,654,408,1, the hitter reached the base
4,5,409,2, the batter swung at the ball
-1,23,410,1, the ball flew into foul territory near the rightfield line
-1,505,411,1, the rightfielder ran toward the ball
-1,447,412,1, he could catch it
-1,54,413,1, it was then out of play and thus a foul ball
-1,595,414,1, it bounced a few times without being caught
-1,594,415,1, a defender caught the ball in mid air
4,5,416,1, the batter hit the ball foul and out of play
4,5,417,1, the batter hit the ball into the ground in play
-1,433,418,1, it was caught mid air by a defender
4,5,419,1, the batter hit the ball into play in the air
15,58,420,1, it was caught mid air
4,5,421,1, the batter hit the ball on the ground in play
4,5,422,1, the batter hit the ball foul and into the ground
0,4,423,2, the ball crossed the plate outside the strike zone
0,4,424,1, then the pitch crossed over the plate in the lower part of the strike zone
74,85,425,1, it was a called strike
-1,611,426,1, then the 91 mph pitch was called a ball
26,10,427,2, the pitch was not in the strike zone
4,5,428,1, the batter swung and made contact with the pitch
-1,855,429,1, the batted ball landed in shallow center field for a hit
-1,77,430,1, the pitch missed crossing through the strike zone
-1,775,431,1, it got away too far from the catcher
-1,698,432,1, that was strike two
52,29,433,1, the strike was strike three
-1,615,434,1, the batter altuve made contact with the pitch
-1,497,435,1, altuve's batted ball landed in the right field grass for a hit
4,5,436,1, the ball was caught by the right fielder in the air for an out
-1,176,437,1, that ended the inning
4,5,438,1, the batter swung at the pitch and missed it completely
21,7,439,2, the batter's shoulders
4,5,440,1, the ball rolled into the outfield
4,5,441,1, the batter hit the ball into the air backwards
-1,735,442,1, it went over the backstop into the fans
4,5,443,3, the fielder could catch it
-1,623,444,1, the ball sailed
21,7,445,1, the batter's knees and chest
4,5,446,1, the batter hit the ball into the air in foul territory
4,5,447,1, the batter swung at it and missed the ball completely
24,8,448,1, the pitcher threw the ball towards home plate
4,5,449,4, the batter swung and missed it
-1,696,450,1, the batter hit the ball away from any fielder
4,5,451,1, the batter was able to run to the base safely for a hit
-1,570,452,1, who caught the ball on a fly for an out
-1,446,453,1, the batter got there ans was called out
-1,723,454,1, the pitch was too high
4,5,455,4, the batter swung and hit the ball
-1,54,456,2, which is out of play and considered a foul ball
63,12,457,2, you hit a foul ball with 2 strikes
-1,747,458,2, he has to miss the pitch with 2 strikes to be called out
4,5,459,1, then the batter hit it foul
-1,454,460,1, there were less then 2 strikes
-1,683,461,1, then it was over the plate
30,2,462,7, the ball was hit
0,4,463,1, the ball looked outside the strike zone to me
-1,306,464,1, the ball was hit fielded
-1,210,465,1, the runner was thrown out at first
-1,578,466,1, the hitter has 2 already
4,5,467,4, the hitter did not swing
-1,503,468,2, it bounced
-1,556,469,2, the runner made it to the base
25,21,470,1, it went out of the strike zone without the batter swinging
4,5,471,1, batter hit it in play
-1,554,472,2, it was in the strike zone for a called strike
9,200,473,3, the pitch was outside the strike zone
-1,74,474,1, first baseman throwing out the batter
-1,191,475,1, the batter fouled it off his foot
-1,460,476,1, the hitter pulled the hit outsideto the right of the fair line down the first base side
58,166,477,2, it was low and outside of the strike zone
4,5,478,1, that was caught by the third baseman
44,17,479,1, who caught it in the air for an out
-1,737,480,1, the umpire called it as such
13,37,481,2, who caught it for an out
4,5,482,1, the right fielder came on to catch it for an out
4,5,483,1, the batter hit it fair down the left field line on the ground for a hit
-1,87,484,1, the batter hit it up the middle
68,41,485,2, a fielder's choice
-1,564,486,1, the shortstop caught it and threw to second for an out
4,5,487,1, the batter swung an missed
4,5,488,2, the batter hit the ball outside the field of play
4,5,489,1, the batter did not hit it
4,5,490,3, the batter hit the ball into the air
4,5,491,3, it was caught by the fielder
4,5,492,1, a field could catch it
4,5,493,1, batter swung at the ball and missed
0,4,494,1, it was both outside the strike zone
-1,649,495,1, the ball was caught in the air after being hit
4,5,496,1, the batter hit a ground ball to the left fielder
25,21,497,1, it passed through the strike zone without the batter swinging
37,193,498,1, the batter hit a ground ball back to the pitcher
4,5,499,1, the batter hit it via flyout to center field
25,21,500,2, it was outside the strike zone without the batter swinging
-1,613,501,1, it went down out of the strike zone and into the dirt
4,5,502,1, the batter hit a ground ball to the 3rd baseman
-1,435,503,1, he scooped it up and threw the batter out
-1,765,504,1, however the umpire messed up the call and officially called it a ball
-1,629,505,1, he struck out
-1,128,506,1, it was high and right out of the strike zone
-1,741,507,1, however the ball was hit foul outside of the line of play
-1,641,508,1, the umpire called it correctly as a strike
4,5,509,1, and the batter hit the ball down the 3rd base line
8,106,510,1, the ball was hit out of the line of play though
7,96,511,1, so it is a foul ball
4,5,512,1, the batter hit the ball to left center field
-1,94,513,1, the center fielder failed to catch the ball
-1,810,514,1, it bounced off the wall
29,46,515,2, this is a hit
-1,678,516,1, the batter took a pitch in the strike zone for a called strike
4,5,517,1, the batter fouled off a pitch
4,5,518,1, the batter fouled the pitch down left field line
4,5,519,2, which was caught by the left fielder
4,5,520,1, the batter fouled the pitch back behind home plate
4,5,521,1, the batter swung at a pitch and missed striking out
4,5,522,1, the batter hit a single to center field
4,5,523,1, the batter hit the pitch for a single scoring a run
4,5,524,1, the batter fouled a pitch back behind home plate
4,5,525,1, it was caught by and outfielder
20,9,526,2, the pitch was called a strike by the umpire
4,5,527,1, batter hit a home run
-1,835,528,1, it was not hit fair into play
9,200,529,3, the pitch was out of the strike zone
4,5,530,1, and the batter hit the ball on the ground to the third baseman
-1,841,531,1, it was out of play and not fair
4,5,532,1, he hit it on the ground
-1,439,533,1, they threw it to second and got the runner out
54,40,534,1, he hit a foul
-1,789,535,1, he hit a ground ball to short stop and was thrown out at first
-1,442,536,1, he hit an out of the park home run
0,4,537,1, the ball was high and out of the strike zone
4,5,538,4, the batter swung and made contact
-1,569,539,1, it went into the stands to be foul
4,5,540,1, the batter hit the ball up the third base line
-1,600,541,1, it was to the left of the line
-1,704,542,1, the batter made contact but hit it into the stands in left field
-1,479,543,3, it landed
-1,707,544,1, he made it to first
-1,547,545,1, it went backwards into the net
29,46,546,1, which makes it a hit
-1,736,547,1, he hit safely to left field
-1,643,548,1, he was nearly hit
54,40,549,1, he hit it foul
4,5,550,5, then the batter swung and missed
4,5,551,1, then the outfielder caught it
4,5,552,1, the batter hit it to second baseman
49,84,553,1, he threw him out
4,5,554,1, then the batter hit a foul ball into the stands
0,4,555,3, it was out of strike zone
2,22,556,1, therefore it was a ball
24,8,557,1, the pitcher threw the ball high to the batter
2,22,558,1, it is called a ball
4,5,559,1, then the batter hit a ground ball to the shortstop
26,10,560,1, the pitch was not delivered within the strike zone
4,5,561,1, it was caught by the fielder for the out
-1,690,562,1, which sent the ball out of play
4,5,563,1, the batter swung and connected with the pitch
-1,793,564,2, who snatched the ball and threw to first base for the out
4,5,565,7, the batter's swing
4,5,566,1, it was caught in the air by the center fielder for the out
-1,102,567,1, it was delivered within the strike zone
6,93,568,2, the umpire called strike
-1,448,569,1, it was not delivered within the strike zone and was called a ball
59,30,570,1, it hit the dirt and bounced away from the catcher
9,200,571,1, the pitch was delivered outside the strike zone
-1,356,572,1, it was caught outside of the strike zone
30,2,573,1, the player hit the ball
4,5,574,1, the infielder caught it in play
-1,587,575,1, it was hit and went into the stands
29,46,576,1, it was hit
4,5,577,1, it went very low and even hit the ground
0,4,578,1, the ball went right into the strike zone
64,28,579,1, it went behind him and to the side
-1,833,580,1, he hit it behind himself
4,5,581,1, the batter hit
-1,782,582,2, it was not caught in the air
-1,465,583,1, he got on base
-1,688,584,1, it was hit fair into the infield
4,5,585,1, the batter got on base
4,5,586,1, the batter hit it towards center field
4,5,587,1, it falling to the ground
4,5,588,1, that did not result in the batter being out
4,5,589,1, the batter hit it towards right field
32,42,590,1, the ball did not land in the field of play
-1,489,591,1, was it caught by the opposing team
-1,715,592,1, the batter had no strikes on them
1,25,593,3, the ball was not in the strike zone
4,5,594,2, additionally the batter did not swing at it
23,1,595,1, it was caught by the catcher in the strike zone
4,5,596,1, the batter hit it on the ground towards the third baseman
4,5,597,1, the third baseman threw to the second base for a forceout of the runner on first
4,5,598,1, the second baseman threw to first to forceout the batter
23,1,599,1, the catcher caught the ball outside of the strikezone
-1,640,600,1, it was within the field of play
-1,658,601,1, the defensive center outfielder caught it in the air
4,5,602,1, the batter hit it into a force out at first base by the second baseman
0,4,603,1, it went over the plate in the strike zone without the batter swinging
4,5,604,1, the batter hit it into play on the ground
-1,459,605,1, the catcher dropped the ball
22,39,606,1, the batter made contact with the
-1,302,607,1, but it was not in play
4,5,608,1, who threw him out at first base
55,49,609,1, it went over the outfield fence for a home run
-1,711,610,2, which is marked on the tv broadcast screen
-1,856,611,1, it went into the stands in foul territory in this case behind home plate
-1,523,612,1, it went into the stands in foul territory in this case down the right field line
4,5,613,2, the batter swung and missed the ball completely ie did not make contact
4,5,614,1, the batter grounded out to the second baseman
15,58,615,4, it was caught in the air
-1,540,616,1, the batter takes it in the strike zone
-1,455,617,1, and it was grounded to third
-1,799,618,1, it was grounded out to short
4,5,619,1, then the batter hit the ball behind him into the stands
4,5,620,1, then the batter hit the ball on the ground to the second baseman
28,11,621,2, the pitch was a strike
4,5,622,1, the batter hit the ball into left field
-1,94,623,1, the left fielder didn't catch it
4,5,624,1, which was caught by the center fielder
4,5,625,1, then the batter swung and hit the ball on the ground and out of play toward the third base side
4,5,626,1, then the batter swung and hit the ball in the air behind him out of play
4,5,627,2, then the batter hit a home run
4,5,628,1, the hitter did not swing at a strike
51,18,629,1, it was thrown over the plate
0,4,630,1, it was out of the strikezone
4,5,631,1, the batter grounded out to second
4,5,632,1, the second baseman fielded the ball and threw the runner out at first
-1,816,633,1, the batter was unable to check his swing and called out on strikes
-1,513,634,1, it was not over the plate
4,5,635,1, the batter singled to left field
24,8,636,1, the pitcher threw the play
11,52,637,2, it was called a ball by the umpire
34,167,638,1, it is not a strike
-1,477,639,1, picture threw the ball in on the hitter
34,167,640,1, this is not a strike
24,8,641,1, pitcher threw the ball and was called a strike on the outer half of the plate
4,5,642,1, the hitter hit a ground ball between shortstop and third
-1,79,643,1, he hit safely
24,8,644,2, pitcher threw the ball
-1,277,645,1, a ground ball was hit up the middle
-1,804,646,1, it was fielded and thrown to first for an out
-1,367,647,1, it was high out of the zone for a called ball
4,5,648,1, it was a grounder to the third baseman
4,5,649,1, the hitter swung and missed for a strike
-1,504,650,1, the batter hit the ball on the ground and started running to the base
69,0,651,1, the batter swung and hit the ball on the ground towards the fielder
0,4,652,1, the ball landed just inside the strike zone
69,0,653,1, the batter hit the ball on the ground towards the fielder
-1,779,654,1, the batter made a run after hitting the ball
4,5,655,1, the batter missed the ball
4,5,656,2, the batter swung and hit the ball in the air
-1,229,657,1, the keeper caught the ball
-1,470,658,1, it was caught by the pitcher
4,5,659,2, the batter hit the ball out of play for a foul ball
4,5,660,1, the batter hit the ball down the left field line for a hit
0,4,661,5, the ball landed in the strike zone
-1,676,662,2, the ball was not caught by a defender
-1,427,663,1, it landed in the stands
0,4,664,11, the ball landed outside of the strike zone
4,5,665,1, the batter hit the ball on the ground before reaching the shortstop
