final_id,group_id,start_id,freq,text
-1,65,355,18, The petals on this flower are.
0,2,356,225, This flower has petals.
0,2,357,17, A flower with petals.
-1,118,358,3, A flower with red petals.
-1,184,359,3, A flower with no pistils.
0,2,360,78, The flower has petals.
-1,1,361,9, The flower has pink petals.
-1,65,362,20, The petals of the flower are.
-1,121,363,8, The Petals are pink in color.
-1,1,364,7, The petals of the flower are pink in color.
1,7,365,4, The petals have.
-1,65,366,4, The petals of the flower have.
-1,152,367,8, The Petals are red in color.
-1,66,368,8, The petals of the flower are red in color.
-1,239,369,3, The anthers are.
0,2,370,13, This flower has yellow petals.
0,2,371,9, This flower has long petals.
2,86,372,187, This flower is.
-1,1,373,48, This flower is pink in color.
0,2,374,125, This flower is with petals.
-1,11,375,3, The flower has light petals.
35,257,376,6, A flower with stamen.
-1,19,377,20, This flower is purple in color.
-1,65,378,29, The petals of this flower are.
-1,104,379,7, The Petals are white with a stigma.
-1,279,380,7, The petals of this flower are white with a stigma.
-1,111,381,5, That are layered.
-1,1,382,23, This flower is pink with petals.
-1,1,383,23, This flower is pink in color with petals.
-1,19,384,9, This flower is purple in color with petals.
-1,75,385,12, That are shaped.
-1,120,386,16, This flower is red in color.
21,290,387,23, This flower has.
-1,131,388,4, That are wrapped.
-1,291,389,3, That are wrapped around the center.
-1,126,390,3, That are orange with stamen.
-1,19,391,8, The flower has purple petals.
0,2,392,58, This flower is yellow in color.
14,72,393,11, This flower has stamen.
-1,16,394,3, This flower has stamen by petals.
-1,278,395,6, The Petals are white with a short stigma.
-1,92,396,6, The petals of this flower are white with a short stigma.
-1,1,397,15, This flower has pink petals.
-1,11,398,6, This flower has light petals.
-1,74,399,5, This flower has light pink petals.
-1,27,400,12, That are ruffled.
0,2,401,20, This flower is yellow in color with petals.
-1,62,402,3, This flower has overlapping petals.
-1,100,403,16, That are pointed.
-1,176,404,6, That are pointed at the tips.
-1,129,405,14, This flower is white in color.
64,95,406,3, This flower has anther.
-1,226,407,6, The Petals are pink with a stigma.
-1,20,408,6, The petals of this flower are pink with a stigma.
-1,49,409,3, The Petals are pink with a short stigma.
-1,105,410,3, The petals of this flower are pink with a short stigma.
-1,204,411,7, This flower is green in color.
-1,48,412,6, That are pink with stamen.
-1,87,413,4, That are leaf.
-1,42,414,5, This flower has layers.
-1,42,415,3, This flower has many layers.
0,2,416,5, This flower has layers of petals.
0,2,417,3, This flower has many layers of petals.
-1,1,418,3, This flower has layers of pink petals.
-1,268,419,6, Yellow in color.
0,2,420,6, These flowers have petals.
0,2,421,18, This flower has large petals.
0,2,422,20, This flower has white petals.
0,2,423,4, This flower has large white petals.
14,72,424,5, This flower has a stamen.
-1,83,425,3, Arranged around stamens.
7,113,426,24, The flower is.
-1,79,427,3, That are striped.
-1,88,428,3, The Petals are red with a stigma.
-1,37,429,3, The petals of this flower are red with a stigma.
0,2,430,6, This flower is with petal.
-1,66,431,3, This flower is red in color with petal.
0,2,432,6, This flower is with large petal.
-1,272,433,3, This flower is red in color with large petal.
0,2,434,4, The flower has thick petals.
2,86,435,15, This is a flower.
9,23,436,3, A flower with Orange petals.
-1,101,437,9, That are spotted.
0,2,438,3, Flowers with petals.
1,7,439,10, Petals are.
59,17,440,7, This flower is orange.
24,144,441,13, The flower has.
0,2,442,6, The flower has a petal.
-1,228,443,13, That are rounded.
-1,147,444,4, Pink in color.
7,113,445,6, Flower is.
0,2,446,23, This flower has petals its.
-1,14,447,9, This flower has small petals.
-1,14,448,4, This flower has small petals its.
0,2,449,15, This flower has petals as features.
-1,14,450,3, This flower has small petals as features.
0,2,451,15, This flower has petals as its features.
-1,14,452,3, This flower has small petals as its features.
0,2,453,15, This flower has petals as main features.
-1,14,454,3, This flower has small petals as main features.
0,2,455,15, This flower has petals as its main features.
-1,14,456,3, This flower has small petals as its main features.
26,133,457,7, This flower has pistil.
26,133,458,6, This flower has pistil its.
26,133,459,4, This flower has yellow pistil.
26,133,460,4, This flower has yellow pistil its.
26,133,461,6, This flower has pistil as features.
26,133,462,4, This flower has yellow pistil as features.
26,133,463,6, This flower has pistil as its features.
26,133,464,4, This flower has yellow pistil as its features.
26,133,465,6, This flower has pistil as main features.
26,133,466,6, This flower has pistil as its main features.
26,133,467,4, This flower has yellow pistil as main features.
26,133,468,4, This flower has yellow pistil as its main features.
36,108,469,3, This flower has a pollen tube.
-1,226,470,3, The Petals are pink with a long stigma.
-1,20,471,3, The petals of this flower are pink with a long stigma.
61,78,472,8, This flower has a center.
0,2,473,7, This flower has a yellow center.
0,2,474,13, The flower has white petals.
-1,102,475,4, This flower has a lot.
0,2,476,3, This flower has a lot of petals.
-1,138,477,4, This flower has no stigma.
-1,124,478,3, This flower has no visible stigma.
-1,34,479,7, That are purple with stamen.
-1,71,480,4, That are white with stamen.
-1,15,481,3, That are white with yellow stamen.
0,2,482,4, This flower has a petal.
0,2,483,3, Flower has petals.
59,17,484,6, This flower is orange in color.
9,23,485,6, This flower is orange with petals.
9,23,486,6, This flower is orange in color with petals.
-1,68,487,4, This flower has petals with edges.
60,61,488,3, White in color.
-1,127,489,4, Sepals are.
63,91,490,3, Sepals are green in color.
-1,66,491,14, This flower has red petals.
0,2,492,4, The flower has large petals.
-1,16,493,3, The petals are yellow with stamen.
-1,16,494,3, The petals on this flower are yellow with stamen.
-1,16,495,3, The petals are yellow with yellow stamen.
-1,16,496,3, The petals on this flower are yellow with yellow stamen.
-1,70,497,5, The petals are purple with a stigma.
-1,112,498,5, The petals of this flower are purple with a stigma.
-1,70,499,3, The petals are purple with a long stigma.
-1,112,500,3, The petals of this flower are purple with a long stigma.
0,2,501,3, This flower has several petals.
-1,214,502,4, This flower has smooth petals.
0,2,503,3, This flower has long white petals.
-1,240,504,3, Oval shaped.
-1,31,505,3, This flower is peach.
-1,31,506,3, This flower is peach in color.
-1,16,507,4, This flower has petals with stamen.
-1,60,508,3, That are green with stamen.
26,133,509,5, This flower has a pistil.
-1,73,510,3, The yellow flower has.
-1,84,511,8, That are curled.
-1,130,512,3, That are yellow in color.
-1,135,513,4, This flower has a center by petals.
0,2,514,4, This flower has a yellow center by petals.
0,2,515,3, This flower has a center by white petals.
0,2,516,3, This flower has a yellow center by white petals.
62,232,517,4, That are stamens.
0,2,518,3, Flower with petals.
-1,82,519,4, That are spotted on the inside.
-1,19,520,16, This flower has purple petals.
-1,19,521,5, This flower has large purple petals.
0,2,522,5, The flower has a white petal.
-1,34,523,3, That are purple with white stamen.
-1,44,524,8, This flower has thin petals.
-1,44,525,3, This flower has thin petals its.
0,2,526,6, This flower has white petals its.
0,2,527,8, This flower has petals as feature.
0,2,528,3, This flower has white petals as feature.
-1,44,529,3, This flower has thin petals as feature.
0,2,530,8, This flower has petals as its feature.
-1,44,531,3, This flower has thin petals as its feature.
0,2,532,3, This flower has white petals as its feature.
0,2,533,8, This flower has petals as main feature.
0,2,534,3, This flower has white petals as main feature.
-1,44,535,3, This flower has thin petals as main feature.
0,2,536,8, This flower has petals as its main feature.
-1,44,537,3, This flower has thin petals as its main feature.
0,2,538,3, This flower has white petals as its main feature.
0,2,539,3, A flower with white petals.
51,81,540,3, A flower with anther.
-1,118,541,3, The flower has red petals.
0,2,542,3, A flower with yellow petals.
9,23,543,5, The flower has orange petals.
-1,66,544,6, This flower is red with petals.
-1,66,545,6, This flower is red in color with petals.
-1,36,546,6, This flower has bright petals.
-1,156,547,3, This flower has blue petals.
-1,136,548,3, That are stacked.
-1,269,549,6, This flower is blue in color.
-1,14,550,3, The flower has small petals.
0,2,551,6, The flower has yellow petals.
0,2,552,7, This flower is white with petals.
0,2,553,7, This flower is white in color with petals.
0,2,554,3, A flower with petal.
-1,27,555,3, That ruffled.
26,133,556,3, This flower has petals with pistil.
26,133,557,3, This flower has petals with pistil its.
26,133,558,3, This flower has petals with yellow pistil.
26,133,559,3, This flower has petals with yellow pistil its.
0,2,560,3, This flower has white petals as features.
0,2,561,3, This flower has white petals as its features.
26,133,562,3, This flower has petals with pistil as features.
26,133,563,3, This flower has petals with pistil as its features.
26,133,564,3, This flower has petals with yellow pistil as features.
26,133,565,3, This flower has petals with yellow pistil as its features.
0,2,566,3, This flower has white petals as main features.
0,2,567,3, This flower has white petals as its main features.
26,133,568,3, This flower has petals with pistil as main features.
26,133,569,3, This flower has petals with pistil as its main features.
26,133,570,3, This flower has petals with yellow pistil as main features.
26,133,571,3, This flower has petals with yellow pistil as its main features.
-1,1,572,3, A flower with pink petals.
0,2,573,3, This flower has bright yellow petals.
-1,140,574,10, That are red with stamen.
65,292,575,3, The flower has a green.
0,2,576,3, This flower has many petals.
-1,119,577,3, This flower has petals with anthers.
0,2,578,3, This flower has petals with yellow anthers.
-1,106,579,3, This flower has small purple petals.
0,2,580,3, This flower has yellow petals its.
0,2,581,3, This flower has yellow petals as features.
0,2,582,3, This flower has yellow petals as its features.
0,2,583,3, This flower has yellow petals as main features.
0,2,584,3, This flower has yellow petals as its main features.
0,2,585,6, This is a flower with petals.
-1,66,586,4, This flower has red petals its.
-1,66,587,3, This flower has red petals as feature.
-1,66,588,3, This flower has red petals as its feature.
-1,66,589,3, This flower has red petals as main feature.
-1,66,590,3, This flower has red petals as its main feature.
-1,280,591,3, This flower has filament.
-1,15,592,4, That are red with yellow stamen.
0,2,593,3, This flower has thick petals.
-1,53,594,3, That are red with white stamen.
0,2,595,3, The flower has petals its.
0,2,596,3, The flower has thick white petals.
0,2,597,3, The flower has petals as feature.
0,2,598,3, The flower has petals as its feature.
0,2,599,3, The flower has petals as main feature.
0,2,600,3, The flower has petals as its main feature.
-1,89,601,3, This is a white flower.
-1,266,602,5, That have veins.
-1,77,603,3, A flower with cluster.
37,145,604,3, That is fused.
-1,19,605,5, This flower has purple petals its.
-1,19,606,4, This flower has purple petals as features.
-1,19,607,4, This flower has purple petals as its features.
-1,19,608,4, This flower has purple petals as main features.
-1,19,609,4, This flower has purple petals as its main features.
-1,34,610,3, That are purple with yellow stamen.
-1,41,611,3, That are overlapping.
